Tournament,Match,gameID,week,bTeam,rTeam,date,link,Time,bKills,rKills,toalKills,bTowers,rTowers,totalTowers,bDragons,rDragons,totalDragons,bBarons,rBarons,totalBarons,bGold,rGold,totalGold,winner
LPL Spring 2022,Weibo Gaming vs TT,73,2,Weibo Gaming,TT,2022-01-21,/game/stats/36198/page-game/,2372,17,12,29,10,1,11,4,1,5,2,0,2,0.0,0.0,0.0,TT
LPL Spring 2022,Anyone s Legend vs Royal Never Give Up,77,2,Anyone s Legend,Royal Never Give Up,2022-01-21,/game/stats/36193/page-game/,2005,18,10,28,8,4,12,4,0,4,2,0,2,0.0,0.0,0.0,Royal Never Give Up
LPL Spring 2022,Anyone s Legend vs Royal Never Give Up,78,2,Anyone s Legend,Royal Never Give Up,2022-01-21,/game/stats/36194/page-game/,1970,9,21,30,3,9,12,1,3,4,0,1,1,0.0,0.0,0.0,Royal Never Give Up
LPL Spring 2022,Anyone s Legend vs Royal Never Give Up,79,2,Anyone s Legend,Royal Never Give Up,2022-01-21,/game/stats/36195/page-game/,1764,7,19,26,3,8,11,2,2,4,0,1,1,0.0,0.0,0.0,Royal Never Give Up
LPL Spring 2022,Ultra Prime vs LGD Gaming,83,2,Ultra Prime,LGD Gaming,2022-01-21,/game/stats/36190/page-game/,1589,16,8,24,9,1,10,4,0,4,1,0,1,0.0,0.0,0.0,LGD Gaming
LPL Spring 2022,Ultra Prime vs LGD Gaming,84,2,LGD Gaming,Ultra Prime,2022-01-21,/game/stats/36191/page-game/,1573,26,12,38,9,2,11,3,0,3,1,0,1,0.0,0.0,0.0,Ultra Prime
LPL Spring 2022,Ultra Prime vs LGD Gaming,85,2,Ultra Prime,LGD Gaming,2022-01-21,/game/stats/36192/page-game/,1986,22,12,34,9,3,12,4,1,5,1,0,1,0.0,0.0,0.0,LGD Gaming
LPL Spring 2022,OMG vs Bilibili Gaming,89,2,OMG,Bilibili Gaming,2022-01-20,/game/stats/36187/page-game/,2028,21,14,35,10,2,12,2,2,4,2,0,2,0.0,0.0,0.0,Bilibili Gaming
LPL Spring 2022,OMG vs Bilibili Gaming,90,2,Bilibili Gaming,OMG,2022-01-20,/game/stats/36188/page-game/,1697,18,9,27,9,4,13,1,3,4,1,0,1,0.0,0.0,0.0,OMG
LPL Spring 2022,OMG vs Bilibili Gaming,91,2,OMG,Bilibili Gaming,2022-01-20,/game/stats/36189/page-game/,1939,9,34,43,2,9,11,1,4,5,0,1,1,0.0,0.0,0.0,Bilibili Gaming
LPL Spring 2022,Rare Atom vs Victory Five,95,2,Rare Atom,Victory Five,2022-01-20,/game/stats/36184/page-game/,2176,17,10,27,10,3,13,4,2,6,2,0,2,0.0,0.0,0.0,Victory Five
LPL Spring 2022,Rare Atom vs Victory Five,96,2,Victory Five,Rare Atom,2022-01-20,/game/stats/36185/page-game/,1903,24,16,40,11,3,14,3,2,5,1,0,1,0.0,0.0,0.0,Rare Atom
LPL Spring 2022,Rare Atom vs Victory Five,97,2,Rare Atom,Victory Five,2022-01-20,/game/stats/36186/page-game/,1836,7,19,26,6,9,15,3,1,4,0,2,2,0.0,0.0,0.0,Victory Five
LPL Spring 2022,LNG Esports vs Invictus Gaming,101,2,LNG Esports,Invictus Gaming,2022-01-19,/game/stats/36181/page-game/,1800,17,4,21,11,0,11,3,1,4,1,0,1,0.0,0.0,0.0,Invictus Gaming
LPL Spring 2022,LNG Esports vs Invictus Gaming,102,2,Invictus Gaming,LNG Esports,2022-01-19,/game/stats/36182/page-game/,2347,6,12,18,6,8,14,3,3,6,2,0,2,0.0,0.0,0.0,LNG Esports
LPL Spring 2022,Team WE vs Top Esports,105,2,Team WE,Top Esports,2022-01-19,/game/stats/36178/page-game/,1896,10,5,15,8,4,12,2,3,5,2,0,2,0.0,0.0,0.0,Top Esports
LPL Spring 2022,Team WE vs Top Esports,106,2,Top Esports,Team WE,2022-01-19,/game/stats/36179/page-game/,1784,12,8,20,9,3,12,4,1,5,1,0,1,0.0,0.0,0.0,Team WE
LPL Spring 2022,Team WE vs Top Esports,107,2,Team WE,Top Esports,2022-01-19,/game/stats/36180/page-game/,1608,6,13,19,3,10,13,2,1,3,0,1,1,0.0,0.0,0.0,Top Esports
LPL Spring 2022,Ultra Prime vs Edward Gaming,111,2,Ultra Prime,Edward Gaming,2022-01-18,/game/stats/36175/page-game/,1823,6,20,26,2,11,13,1,4,5,0,1,1,0.0,0.0,0.0,Edward Gaming
LPL Spring 2022,Ultra Prime vs Edward Gaming,112,2,Ultra Prime,Edward Gaming,2022-01-18,/game/stats/36176/page-game/,2107,17,4,21,10,2,12,3,2,5,2,0,2,0.0,0.0,0.0,Edward Gaming
LPL Spring 2022,Ultra Prime vs Edward Gaming,113,2,Ultra Prime,Edward Gaming,2022-01-18,/game/stats/36177/page-game/,2050,7,11,18,1,8,9,0,4,4,0,1,1,0.0,0.0,0.0,Edward Gaming
LPL Spring 2022,LGD Gaming vs JD Gaming,117,2,LGD Gaming,JD Gaming,2022-01-18,/game/stats/36172/page-game/,2480,8,25,33,1,9,10,2,4,6,1,1,2,0.0,0.0,0.0,JD Gaming
LPL Spring 2022,LGD Gaming vs JD Gaming,118,2,LGD Gaming,JD Gaming,2022-01-18,/game/stats/36173/page-game/,2465,13,18,31,6,8,14,1,4,5,1,1,2,0.0,0.0,0.0,JD Gaming
LPL Spring 2022,Funplus Phoenix vs Anyone s Legend,121,2,Funplus Phoenix,Anyone s Legend,2022-01-17,/game/stats/36169/page-game/,1753,10,7,17,10,1,11,3,1,4,1,0,1,0.0,0.0,0.0,Anyone s Legend
LPL Spring 2022,Funplus Phoenix vs Anyone s Legend,122,2,Funplus Phoenix,Anyone s Legend,2022-01-17,/game/stats/36170/page-game/,2038,10,8,18,9,5,14,2,3,5,0,1,1,0.0,0.0,0.0,Anyone s Legend
LPL Spring 2022,TT vs Royal Never Give Up,125,2,TT,Royal Never Give Up,2022-01-17,/game/stats/36166/page-game/,2734,14,17,31,6,9,15,3,4,7,0,2,2,0.0,0.0,0.0,Royal Never Give Up
LPL Spring 2022,TT vs Royal Never Give Up,126,2,Royal Never Give Up,TT,2022-01-17,/game/stats/36167/page-game/,2072,16,12,28,11,3,14,4,0,4,1,0,1,0.0,0.0,0.0,TT
LPL Spring 2022,Bilibili Gaming vs Weibo Gaming,129,1,Bilibili Gaming,Weibo Gaming,2022-01-16,/game/stats/35895/page-game/,1823,8,17,25,2,10,12,0,4,4,0,1,1,0.0,0.0,0.0,Weibo Gaming
LPL Spring 2022,Bilibili Gaming vs Weibo Gaming,130,1,Weibo Gaming,Bilibili Gaming,2022-01-16,/game/stats/35896/page-game/,1568,4,20,24,2,8,10,1,3,4,0,1,1,0.0,0.0,0.0,Bilibili Gaming
LPL Spring 2022,Bilibili Gaming vs Weibo Gaming,131,1,Bilibili Gaming,Weibo Gaming,2022-01-16,/game/stats/35897/page-game/,2410,9,13,22,10,2,12,3,3,6,2,1,3,0.0,0.0,0.0,Weibo Gaming
LPL Spring 2022,Team WE vs Victory Five,135,1,Team WE,Victory Five,2022-01-16,/game/stats/35892/page-game/,1864,7,18,25,4,10,14,1,4,5,1,0,1,0.0,0.0,0.0,Victory Five
LPL Spring 2022,Team WE vs Victory Five,136,1,Team WE,Victory Five,2022-01-16,/game/stats/35893/page-game/,1893,16,3,19,8,3,11,3,1,4,1,0,1,0.0,0.0,0.0,Victory Five
LPL Spring 2022,Team WE vs Victory Five,137,1,Victory Five,Team WE,2022-01-16,/game/stats/35894/page-game/,1859,26,13,39,9,3,12,4,1,5,1,0,1,0.0,0.0,0.0,Team WE
LPL Spring 2022,OMG vs Invictus Gaming,141,1,OMG,Invictus Gaming,2022-01-16,/game/stats/35889/page-game/,2224,15,10,25,9,3,12,3,3,6,2,0,2,0.0,0.0,0.0,Invictus Gaming
LPL Spring 2022,OMG vs Invictus Gaming,142,1,Invictus Gaming,OMG,2022-01-16,/game/stats/35890/page-game/,1380,5,17,22,2,9,11,1,2,3,0,1,1,0.0,0.0,0.0,OMG
LPL Spring 2022,Rare Atom vs LNG Esports,145,1,Rare Atom,LNG Esports,2022-01-15,/game/stats/35886/page-game/,2162,17,13,30,11,4,15,4,2,6,2,1,3,0.0,0.0,0.0,LNG Esports
LPL Spring 2022,Rare Atom vs LNG Esports,146,1,Rare Atom,LNG Esports,2022-01-15,/game/stats/35887/page-game/,1731,3,11,14,2,11,13,1,3,4,0,1,1,0.0,0.0,0.0,LNG Esports
LPL Spring 2022,Rare Atom vs LNG Esports,147,1,Rare Atom,LNG Esports,2022-01-15,/game/stats/35888/page-game/,2447,14,14,28,7,8,15,3,3,6,1,1,2,0.0,0.0,0.0,LNG Esports
LPL Spring 2022,Top Esports vs Ultra Prime,151,1,Top Esports,Ultra Prime,2022-01-15,/game/stats/35883/page-game/,2171,23,13,36,10,1,11,4,1,5,1,0,1,0.0,0.0,0.0,Ultra Prime
LPL Spring 2022,Top Esports vs Ultra Prime,152,1,Top Esports,Ultra Prime,2022-01-15,/game/stats/35884/page-game/,2083,12,21,33,4,10,14,2,2,4,0,1,1,0.0,0.0,0.0,Ultra Prime
LPL Spring 2022,Top Esports vs Ultra Prime,153,1,Top Esports,Ultra Prime,2022-01-15,/game/stats/35885/page-game/,1791,20,5,25,10,1,11,3,1,4,2,0,2,0.0,0.0,0.0,Ultra Prime
LPL Spring 2022,TT vs Edward Gaming,157,1,TT,Edward Gaming,2022-01-15,/game/stats/35880/page-game/,1444,4,17,21,0,9,9,0,3,3,0,1,1,0.0,0.0,0.0,Edward Gaming
LPL Spring 2022,TT vs Edward Gaming,158,1,TT,Edward Gaming,2022-01-15,/game/stats/35881/page-game/,1476,7,16,23,1,10,11,2,2,4,0,1,1,0.0,0.0,0.0,Edward Gaming
LPL Spring 2022,Royal Never Give Up vs JD Gaming,161,1,Royal Never Give Up,JD Gaming,2022-01-14,/game/stats/35877/page-game/,1910,14,4,18,11,2,13,4,0,4,1,0,1,0.0,0.0,0.0,JD Gaming
LPL Spring 2022,Royal Never Give Up vs JD Gaming,162,1,Royal Never Give Up,JD Gaming,2022-01-14,/game/stats/35878/page-game/,1996,13,18,31,5,9,14,2,3,5,0,2,2,0.0,0.0,0.0,JD Gaming
LPL Spring 2022,Royal Never Give Up vs JD Gaming,163,1,Royal Never Give Up,JD Gaming,2022-01-14,/game/stats/35879/page-game/,1907,14,7,21,9,2,11,4,1,5,1,0,1,0.0,0.0,0.0,JD Gaming
LPL Spring 2022,Anyone s Legend vs OMG,167,1,Anyone s Legend,OMG,2022-01-14,/game/stats/35874/page-game/,1930,11,23,34,2,8,10,1,3,4,0,1,1,0.0,0.0,0.0,OMG
LPL Spring 2022,Anyone s Legend vs OMG,168,1,OMG,Anyone s Legend,2022-01-14,/game/stats/35875/page-game/,2352,25,24,49,7,3,10,2,4,6,1,1,2,0.0,0.0,0.0,Anyone s Legend
LPL Spring 2022,LGD Gaming vs Funplus Phoenix,171,1,LGD Gaming,Funplus Phoenix,2022-01-14,/game/stats/35871/page-game/,2203,10,13,23,4,9,13,3,2,5,1,0,1,0.0,0.0,0.0,Funplus Phoenix
LPL Spring 2022,LGD Gaming vs Funplus Phoenix,172,1,LGD Gaming,Funplus Phoenix,2022-01-14,/game/stats/35872/page-game/,1481,17,30,47,0,10,10,1,3,4,0,1,1,0.0,0.0,0.0,Funplus Phoenix
LPL Spring 2022,Team WE vs Weibo Gaming,175,1,Team WE,Weibo Gaming,2022-01-13,/game/stats/35868/page-game/,2384,18,12,30,6,10,16,4,1,5,0,2,2,0.0,0.0,0.0,Weibo Gaming
LPL Spring 2022,Team WE vs Weibo Gaming,176,1,Weibo Gaming,Team WE,2022-01-13,/game/stats/35869/page-game/,1520,17,4,21,10,0,10,4,0,4,1,0,1,0.0,0.0,0.0,Team WE
LPL Spring 2022,TT vs Invictus Gaming,179,1,TT,Invictus Gaming,2022-01-13,/game/stats/35865/page-game/,1601,3,12,15,2,11,13,0,4,4,0,1,1,0.0,0.0,0.0,Invictus Gaming
LPL Spring 2022,TT vs Invictus Gaming,180,1,Invictus Gaming,TT,2022-01-13,/game/stats/35866/page-game/,1771,12,9,21,8,2,10,4,1,5,1,0,1,0.0,0.0,0.0,TT
LPL Spring 2022,Ultra Prime vs LNG Esports,183,1,Ultra Prime,LNG Esports,2022-01-12,/game/stats/35862/page-game/,1872,10,17,27,5,9,14,2,2,4,0,1,1,0.0,0.0,0.0,LNG Esports
LPL Spring 2022,Ultra Prime vs LNG Esports,184,1,Ultra Prime,LNG Esports,2022-01-12,/game/stats/35863/page-game/,1553,11,19,30,2,10,12,0,3,3,0,1,1,0.0,0.0,0.0,LNG Esports
LPL Spring 2022,Rare Atom vs Top Esports,187,1,Rare Atom,Top Esports,2022-01-12,/game/stats/35859/page-game/,2046,14,8,22,9,4,13,3,2,5,2,0,2,0.0,0.0,0.0,Top Esports
LPL Spring 2022,Rare Atom vs Top Esports,188,1,Top Esports,Rare Atom,2022-01-12,/game/stats/35860/page-game/,2269,22,13,35,4,8,12,2,4,6,0,2,2,0.0,0.0,0.0,Rare Atom
LPL Spring 2022,LGD Gaming vs Anyone s Legend,191,1,LGD Gaming,Anyone s Legend,2022-01-11,/game/stats/35856/page-game/,2138,31,14,45,10,3,13,4,1,5,1,1,2,0.0,0.0,0.0,Anyone s Legend
LPL Spring 2022,LGD Gaming vs Anyone s Legend,192,1,Anyone s Legend,LGD Gaming,2022-01-11,/game/stats/35857/page-game/,1712,15,5,20,8,2,10,2,2,4,1,0,1,0.0,0.0,0.0,LGD Gaming
LPL Spring 2022,LGD Gaming vs Anyone s Legend,193,1,LGD Gaming,Anyone s Legend,2022-01-11,/game/stats/35858/page-game/,1846,8,18,26,4,7,11,0,4,4,0,1,1,0.0,0.0,0.0,Anyone s Legend
LPL Spring 2022,JD Gaming vs Edward Gaming,197,1,JD Gaming,Edward Gaming,2022-01-11,/game/stats/35853/page-game/,1531,9,29,38,3,9,12,0,4,4,0,1,1,0.0,0.0,0.0,Edward Gaming
LPL Spring 2022,JD Gaming vs Edward Gaming,198,1,JD Gaming,Edward Gaming,2022-01-11,/game/stats/35854/page-game/,1960,13,22,35,2,10,12,3,2,5,0,2,2,0.0,0.0,0.0,Edward Gaming
LPL Spring 2022,Funplus Phoenix vs Royal Never Give Up,201,1,Funplus Phoenix,Royal Never Give Up,2022-01-10,/game/stats/35850/page-game/,1893,12,8,20,10,3,13,4,1,5,2,0,2,0.0,0.0,0.0,Royal Never Give Up
LPL Spring 2022,Funplus Phoenix vs Royal Never Give Up,202,1,Funplus Phoenix,Royal Never Give Up,2022-01-10,/game/stats/35851/page-game/,2271,3,16,19,6,11,17,0,4,4,1,1,2,0.0,0.0,0.0,Royal Never Give Up
LPL Spring 2022,Funplus Phoenix vs Royal Never Give Up,203,1,Royal Never Give Up,Funplus Phoenix,2022-01-10,/game/stats/35852/page-game/,1900,13,14,27,4,8,12,0,4,4,0,2,2,0.0,0.0,0.0,Funplus Phoenix
LPL Spring 2022,OMG vs TT,207,1,OMG,TT,2022-01-10,/game/stats/35847/page-game/,1365,13,6,19,8,3,11,2,1,3,1,0,1,0.0,0.0,0.0,TT
LPL Spring 2022,OMG vs TT,208,1,OMG,TT,2022-01-10,/game/stats/35848/page-game/,1444,22,8,30,9,2,11,2,1,3,1,0,1,0.0,0.0,0.0,TT
LPL Spring 2022,LNG Esports vs Bilibili Gaming,211,4,LNG Esports,Bilibili Gaming,2022-02-13,/game/stats/36645/page-game/,1755,8,18,26,2,10,12,0,4,4,0,1,1,0.0,0.0,0.0,Bilibili Gaming
LPL Spring 2022,LNG Esports vs Bilibili Gaming,212,4,LNG Esports,Bilibili Gaming,2022-02-13,/game/stats/36646/page-game/,1781,20,13,33,10,2,12,2,3,5,1,0,1,0.0,0.0,0.0,Bilibili Gaming
LPL Spring 2022,LNG Esports vs Bilibili Gaming,213,4,LNG Esports,Bilibili Gaming,2022-02-13,/game/stats/36647/page-game/,1469,14,2,16,10,7,17,3,0,3,1,0,1,0.0,0.0,0.0,Bilibili Gaming
LPL Spring 2022,Victory Five vs Invictus Gaming,217,4,Victory Five,Invictus Gaming,2022-02-13,/game/stats/36642/page-game/,1616,1,14,15,2,10,12,0,4,4,0,1,1,0.0,0.0,0.0,Invictus Gaming
LPL Spring 2022,Victory Five vs Invictus Gaming,218,4,Invictus Gaming,Victory Five,2022-02-13,/game/stats/36643/page-game/,1543,5,15,20,2,10,12,1,2,3,0,1,1,0.0,0.0,0.0,Victory Five
LPL Spring 2022,Victory Five vs Invictus Gaming,219,4,Victory Five,Invictus Gaming,2022-02-13,/game/stats/36644/page-game/,1381,13,6,19,11,4,15,2,1,3,0,0,0,0.0,0.0,0.0,Invictus Gaming
LPL Spring 2022,Rare Atom vs Anyone s Legend,223,4,Rare Atom,Anyone s Legend,2022-02-13,/game/stats/36639/page-game/,1554,0,16,16,2,8,10,2,1,3,0,1,1,0.0,0.0,0.0,Anyone s Legend
LPL Spring 2022,Rare Atom vs Anyone s Legend,224,4,Rare Atom,Anyone s Legend,2022-02-13,/game/stats/36640/page-game/,2049,15,16,31,9,7,16,2,2,4,1,1,2,0.0,0.0,0.0,Anyone s Legend
LPL Spring 2022,Rare Atom vs Anyone s Legend,225,4,Rare Atom,Anyone s Legend,2022-02-13,/game/stats/36641/page-game/,1795,9,19,28,1,8,9,3,1,4,0,1,1,0.0,0.0,0.0,Anyone s Legend
LPL Spring 2022,Top Esports vs Royal Never Give Up,229,4,Top Esports,Royal Never Give Up,2022-02-12,/game/stats/36636/page-game/,2599,19,18,37,6,8,14,3,3,6,2,1,3,0.0,0.0,0.0,Royal Never Give Up
LPL Spring 2022,Top Esports vs Royal Never Give Up,230,4,Royal Never Give Up,Top Esports,2022-02-12,/game/stats/36637/page-game/,1951,20,13,33,11,0,11,3,0,3,1,0,1,0.0,0.0,0.0,Top Esports
LPL Spring 2022,Funplus Phoenix vs Weibo Gaming,233,4,Funplus Phoenix,Weibo Gaming,2022-02-12,/game/stats/36633/page-game/,2237,16,24,40,4,10,14,2,4,6,0,2,2,0.0,0.0,0.0,Weibo Gaming
LPL Spring 2022,Funplus Phoenix vs Weibo Gaming,234,4,Funplus Phoenix,Weibo Gaming,2022-02-12,/game/stats/36634/page-game/,1616,17,4,21,8,2,10,4,0,4,1,0,1,0.0,0.0,0.0,Weibo Gaming
LPL Spring 2022,Funplus Phoenix vs Weibo Gaming,235,4,Weibo Gaming,Funplus Phoenix,2022-02-12,/game/stats/36635/page-game/,2460,21,13,34,9,6,15,2,4,6,0,2,2,0.0,0.0,0.0,Funplus Phoenix
LPL Spring 2022,Edward Gaming vs Team WE,239,4,Edward Gaming,Team WE,2022-02-12,/game/stats/36630/page-game/,1418,14,4,18,9,2,11,3,0,3,0,0,0,0.0,0.0,0.0,Team WE
LPL Spring 2022,Edward Gaming vs Team WE,240,4,Team WE,Edward Gaming,2022-02-12,/game/stats/36631/page-game/,1981,11,17,28,3,11,14,2,2,4,0,2,2,0.0,0.0,0.0,Edward Gaming
LPL Spring 2022,Victory Five vs OMG,243,4,Victory Five,OMG,2022-02-11,/game/stats/36627/page-game/,1926,6,18,24,8,9,17,1,4,5,0,1,1,0.0,0.0,0.0,OMG
LPL Spring 2022,Victory Five vs OMG,244,4,Victory Five,OMG,2022-02-11,/game/stats/36628/page-game/,1802,24,9,33,9,0,9,4,0,4,0,1,1,0.0,0.0,0.0,OMG
LPL Spring 2022,Victory Five vs OMG,245,4,OMG,Victory Five,2022-02-11,/game/stats/36629/page-game/,2306,11,17,28,5,11,16,3,3,6,1,1,2,0.0,0.0,0.0,Victory Five
LPL Spring 2022,TT vs Bilibili Gaming,249,4,TT,Bilibili Gaming,2022-02-11,/game/stats/36624/page-game/,2237,2,10,12,3,10,13,3,3,6,0,2,2,0.0,0.0,0.0,Bilibili Gaming
LPL Spring 2022,TT vs Bilibili Gaming,250,4,TT,Bilibili Gaming,2022-02-11,/game/stats/36625/page-game/,1723,8,16,24,3,9,12,0,4,4,0,1,1,0.0,0.0,0.0,Bilibili Gaming
LPL Spring 2022,Ultra Prime vs Anyone s Legend,253,4,Ultra Prime,Anyone s Legend,2022-02-11,/game/stats/36621/page-game/,1727,16,4,20,9,1,10,2,2,4,1,0,1,0.0,0.0,0.0,Anyone s Legend
LPL Spring 2022,Ultra Prime vs Anyone s Legend,254,4,Ultra Prime,Anyone s Legend,2022-02-11,/game/stats/36622/page-game/,1764,9,22,31,2,9,11,1,2,3,1,0,1,0.0,0.0,0.0,Anyone s Legend
LPL Spring 2022,Ultra Prime vs Anyone s Legend,255,4,Ultra Prime,Anyone s Legend,2022-02-11,/game/stats/36623/page-game/,2048,10,25,35,1,8,9,1,4,5,0,1,1,0.0,0.0,0.0,Anyone s Legend
LPL Spring 2022,JD Gaming vs Team WE,259,4,JD Gaming,Team WE,2022-02-10,/game/stats/36618/page-game/,1705,17,4,21,9,3,12,3,1,4,1,0,1,0.0,0.0,0.0,Team WE
LPL Spring 2022,JD Gaming vs Team WE,260,4,Team WE,JD Gaming,2022-02-10,/game/stats/36619/page-game/,1349,3,25,28,1,9,10,1,2,3,0,1,1,0.0,0.0,0.0,JD Gaming
LPL Spring 2022,Rare Atom vs Invictus Gaming,263,4,Rare Atom,Invictus Gaming,2022-02-10,/game/stats/36615/page-game/,1713,7,16,23,6,9,15,1,3,4,0,2,2,0.0,0.0,0.0,Invictus Gaming
LPL Spring 2022,Rare Atom vs Invictus Gaming,264,4,Rare Atom,Invictus Gaming,2022-02-10,/game/stats/36616/page-game/,2096,11,21,32,2,11,13,1,4,5,0,2,2,0.0,0.0,0.0,Invictus Gaming
LPL Spring 2022,Team WE vs LGD Gaming,267,5,Team WE,LGD Gaming,2022-02-14,/game/stats/37398/page-game/,2169,9,6,15,7,4,11,3,3,6,0,0,0,0.0,0.0,0.0,LGD Gaming
LPL Spring 2022,Team WE vs LGD Gaming,268,5,LGD Gaming,Team WE,2022-02-14,/game/stats/37399/page-game/,2396,26,16,42,10,3,13,4,2,6,2,0,2,0.0,0.0,0.0,Team WE
LPL Spring 2022,Team WE vs LGD Gaming,269,5,Team WE,LGD Gaming,2022-02-14,/game/stats/37400/page-game/,1618,25,12,37,9,1,10,3,1,4,1,0,1,0.0,0.0,0.0,LGD Gaming
LPL Spring 2022,Funplus Phoenix vs Ultra Prime,273,5,Funplus Phoenix,Ultra Prime,2022-02-14,/game/stats/37395/page-game/,1817,15,11,26,7,4,11,3,1,4,0,1,1,0.0,0.0,0.0,Ultra Prime
LPL Spring 2022,Funplus Phoenix vs Ultra Prime,274,5,Ultra Prime,Funplus Phoenix,2022-02-14,/game/stats/37396/page-game/,2423,24,10,34,9,6,15,4,1,5,0,2,2,0.0,0.0,0.0,Funplus Phoenix
LPL Spring 2022,Funplus Phoenix vs Ultra Prime,275,5,Funplus Phoenix,Ultra Prime,2022-02-14,/game/stats/37397/page-game/,1545,23,5,28,11,1,12,4,0,4,1,0,1,0.0,0.0,0.0,Ultra Prime
LPL Spring 2022,Edward Gaming vs Weibo Gaming,279,5,Edward Gaming,Weibo Gaming,2022-02-15,/game/stats/37404/page-game/,1998,5,16,21,3,9,12,2,2,4,0,1,1,0.0,0.0,0.0,Weibo Gaming
LPL Spring 2022,Edward Gaming vs Weibo Gaming,280,5,Weibo Gaming,Edward Gaming,2022-02-15,/game/stats/37405/page-game/,1880,14,3,17,9,2,11,1,3,4,1,0,1,0.0,0.0,0.0,Edward Gaming
LPL Spring 2022,JD Gaming vs OMG,283,5,JD Gaming,OMG,2022-02-15,/game/stats/37401/page-game/,2098,20,6,26,10,4,14,4,1,5,2,0,2,0.0,0.0,0.0,OMG
LPL Spring 2022,JD Gaming vs OMG,284,5,OMG,JD Gaming,2022-02-15,/game/stats/37402/page-game/,1498,2,24,26,1,10,11,0,3,3,0,1,1,0.0,0.0,0.0,JD Gaming
LPL Spring 2022,Victory Five vs Royal Never Give Up,287,5,Victory Five,Royal Never Give Up,2022-02-16,/game/stats/37410/page-game/,2749,22,19,41,11,4,15,4,3,7,2,1,3,0.0,0.0,0.0,Royal Never Give Up
LPL Spring 2022,Victory Five vs Royal Never Give Up,288,5,Victory Five,Royal Never Give Up,2022-02-16,/game/stats/37411/page-game/,1788,18,9,27,8,2,10,3,1,4,1,0,1,0.0,0.0,0.0,Royal Never Give Up
LPL Spring 2022,TT vs Top Esports,291,5,TT,Top Esports,2022-02-16,/game/stats/37407/page-game/,1415,3,21,24,1,11,12,0,3,3,0,1,1,0.0,0.0,0.0,Top Esports
LPL Spring 2022,TT vs Top Esports,292,5,TT,Top Esports,2022-02-16,/game/stats/37408/page-game/,1986,8,14,22,2,10,12,0,4,4,1,0,1,0.0,0.0,0.0,Top Esports
LPL Spring 2022,Invictus Gaming vs Bilibili Gaming,295,5,Invictus Gaming,Bilibili Gaming,2022-02-17,/game/stats/37416/page-game/,2219,27,16,43,9,4,13,4,1,5,1,1,2,0.0,0.0,0.0,Bilibili Gaming
LPL Spring 2022,Invictus Gaming vs Bilibili Gaming,296,5,Bilibili Gaming,Invictus Gaming,2022-02-17,/game/stats/37417/page-game/,2255,35,27,62,9,7,16,2,3,5,0,2,2,0.0,0.0,0.0,Invictus Gaming
LPL Spring 2022,Invictus Gaming vs Bilibili Gaming,297,5,Invictus Gaming,Bilibili Gaming,2022-02-17,/game/stats/37418/page-game/,2187,23,15,38,10,2,12,2,3,5,1,0,1,0.0,0.0,0.0,Bilibili Gaming
LPL Spring 2022,LNG Esports vs Anyone s Legend,301,5,LNG Esports,Anyone s Legend,2022-02-17,/game/stats/37413/page-game/,1734,5,26,31,2,10,12,0,4,4,0,1,1,0.0,0.0,0.0,Anyone s Legend
LPL Spring 2022,LNG Esports vs Anyone s Legend,302,5,LNG Esports,Anyone s Legend,2022-02-17,/game/stats/37414/page-game/,1470,19,2,21,10,1,11,3,1,4,1,0,1,0.0,0.0,0.0,Anyone s Legend
LPL Spring 2022,LNG Esports vs Anyone s Legend,303,5,LNG Esports,Anyone s Legend,2022-02-17,/game/stats/37415/page-game/,1879,20,9,29,11,1,12,2,2,4,0,0,0,0.0,0.0,0.0,Anyone s Legend
LPL Spring 2022,Edward Gaming vs Funplus Phoenix,307,5,Edward Gaming,Funplus Phoenix,2022-02-18,/game/stats/37425/page-game/,1934,16,4,20,10,4,14,1,3,4,2,0,2,0.0,0.0,0.0,Funplus Phoenix
LPL Spring 2022,Edward Gaming vs Funplus Phoenix,308,5,Funplus Phoenix,Edward Gaming,2022-02-18,/game/stats/37426/page-game/,2357,18,20,38,9,7,16,2,4,6,1,2,3,0.0,0.0,0.0,Edward Gaming
LPL Spring 2022,Ultra Prime vs Weibo Gaming,311,5,Ultra Prime,Weibo Gaming,2022-02-18,/game/stats/37422/page-game/,1519,3,14,17,1,11,12,2,2,4,0,1,1,0.0,0.0,0.0,Weibo Gaming
LPL Spring 2022,Ultra Prime vs Weibo Gaming,312,5,Ultra Prime,Weibo Gaming,2022-02-18,/game/stats/37423/page-game/,1555,5,15,20,1,11,12,0,2,2,0,1,1,0.0,0.0,0.0,Weibo Gaming
LPL Spring 2022,LGD Gaming vs Rare Atom,315,5,LGD Gaming,Rare Atom,2022-02-18,/game/stats/37419/page-game/,1953,16,5,21,9,7,16,3,2,5,1,0,1,0.0,0.0,0.0,Rare Atom
LPL Spring 2022,LGD Gaming vs Rare Atom,316,5,LGD Gaming,Rare Atom,2022-02-18,/game/stats/37420/page-game/,1680,8,16,24,2,9,11,1,4,5,0,1,1,0.0,0.0,0.0,Rare Atom
LPL Spring 2022,LGD Gaming vs Rare Atom,317,5,LGD Gaming,Rare Atom,2022-02-18,/game/stats/37421/page-game/,2451,29,22,51,6,7,13,3,3,6,1,1,2,0.0,0.0,0.0,Rare Atom
