Tournament,Match,gameID,week,bTeam,rTeam,date,link,Time,bKills,rKills,toalKills,bTowers,rTowers,totalTowers,bDragons,rDragons,totalDragons,bBarons,rBarons,totalBarons,bGold,rGold,totalGold,winner
LCK Spring 2022,Fredit BRION vs DWG KIA,414,9,DWG KIA,Fredit BRION,2022-03-19,/game/stats/38807/page-game/,1644,3,10,13,2,9,11,0,4,4,0,1,1,0.0,0.0,0.0,Fredit BRION
LCS Spring 2022,Immortals vs Team Liquid,1,1,Immortals,Team Liquid,2022-02-06,/game/stats/36852/page-game/,1745,6,20,26,2,10,12,1,3,4,0,1,1,0.0,0.0,0.0,Team Liquid
LCS Spring 2022,FlyQuest vs Golden Guardians,3,1,FlyQuest,Golden Guardians,2022-02-06,/game/stats/36851/page-game/,2048,14,8,22,7,6,13,3,2,5,1,1,2,0.0,0.0,0.0,Golden Guardians
LCS Spring 2022,Cloud9 vs Evil Geniuses,5,1,Cloud9,Evil Geniuses,2022-02-06,/game/stats/36850/page-game/,2326,17,11,28,9,2,11,4,1,5,1,1,2,0.0,0.0,0.0,Evil Geniuses
LCS Spring 2022,TSM vs Dignitas,7,1,TSM,Dignitas,2022-02-06,/game/stats/36849/page-game/,2274,6,15,21,6,8,14,2,4,6,0,1,1,0.0,0.0,0.0,Dignitas
LCS Spring 2022,100 Thieves vs CLG,9,1,100 Thieves,CLG,2022-02-06,/game/stats/36848/page-game/,1889,25,6,31,9,1,10,4,1,5,2,0,2,0.0,0.0,0.0,CLG
LCS Spring 2022,Dignitas vs Immortals,11,1,Dignitas,Immortals,2022-02-05,/game/stats/36847/page-game/,1888,17,3,20,11,1,12,3,1,4,1,0,1,0.0,0.0,0.0,Immortals
LCS Spring 2022,Golden Guardians vs Cloud9,13,1,Golden Guardians,Cloud9,2022-02-05,/game/stats/36846/page-game/,1564,4,10,14,2,7,9,0,4,4,0,1,1,0.0,0.0,0.0,Cloud9
LCS Spring 2022,Team Liquid vs 100 Thieves,15,1,Team Liquid,100 Thieves,2022-02-05,/game/stats/36845/page-game/,2412,3,13,16,4,7,11,2,4,6,0,2,2,0.0,0.0,0.0,100 Thieves
LCS Spring 2022,CLG vs FlyQuest,17,1,CLG,FlyQuest,2022-02-05,/game/stats/36844/page-game/,2935,13,22,35,8,11,19,4,4,8,1,2,3,0.0,0.0,0.0,FlyQuest
LCS Spring 2022,Evil Geniuses vs TSM,19,1,Evil Geniuses,TSM,2022-02-05,/game/stats/36843/page-game/,2030,13,7,20,9,4,13,4,0,4,1,0,1,0.0,0.0,0.0,TSM
LCS Spring 2022,TSM vs FlyQuest,21,2,TSM,FlyQuest,2022-02-12,/game/stats/37030/page-game/,1512,5,22,27,3,10,13,0,4,4,0,1,1,0.0,0.0,0.0,FlyQuest
LCS Spring 2022,Golden Guardians vs CLG,23,2,Golden Guardians,CLG,2022-02-12,/game/stats/37029/page-game/,2349,17,11,28,11,1,12,4,2,6,3,0,3,0.0,0.0,0.0,CLG
LCS Spring 2022,Team Liquid vs Cloud9,25,2,Team Liquid,Cloud9,2022-02-12,/game/stats/37028/page-game/,2334,17,11,28,7,4,11,4,2,6,0,2,2,0.0,0.0,0.0,Cloud9
LCS Spring 2022,100 Thieves vs Immortals,27,2,100 Thieves,Immortals,2022-02-12,/game/stats/37027/page-game/,2073,12,14,26,4,8,12,3,2,5,1,0,1,0.0,0.0,0.0,Immortals
LCS Spring 2022,Dignitas vs Evil Geniuses,29,2,Dignitas,Evil Geniuses,2022-02-12,/game/stats/37026/page-game/,2761,3,8,11,10,8,18,3,4,7,0,2,2,0.0,0.0,0.0,Evil Geniuses
LCS Spring 2022,CLG vs Dignitas,31,2,CLG,Dignitas,2022-02-13,/game/stats/37035/page-game/,2235,7,13,20,2,11,13,1,5,6,0,2,2,0.0,0.0,0.0,Dignitas
LCS Spring 2022,FlyQuest vs Team Liquid,33,2,FlyQuest,Team Liquid,2022-02-13,/game/stats/37034/page-game/,2251,11,14,25,3,9,12,1,4,5,0,1,1,0.0,0.0,0.0,Team Liquid
LCS Spring 2022,Evil Geniuses vs 100 Thieves,35,2,Evil Geniuses,100 Thieves,2022-02-13,/game/stats/37033/page-game/,2288,7,19,26,2,10,12,2,4,6,0,1,1,0.0,0.0,0.0,100 Thieves
LCS Spring 2022,TSM vs Golden Guardians,37,2,TSM,Golden Guardians,2022-02-13,/game/stats/37032/page-game/,2616,23,29,52,8,11,19,2,5,7,1,2,3,0.0,0.0,0.0,Golden Guardians
LCS Spring 2022,Immortals vs Cloud9,39,2,Immortals,Cloud9,2022-02-13,/game/stats/37031/page-game/,1830,3,12,15,2,9,11,1,4,5,0,1,1,0.0,0.0,0.0,Cloud9
LCS Spring 2022,CLG vs Team Liquid,41,3,CLG,Team Liquid,2022-02-20,/game/stats/37473/page-game/,1720,10,15,25,2,10,12,0,4,4,1,0,1,0.0,0.0,0.0,Team Liquid
LCS Spring 2022,Golden Guardians vs Dignitas,43,3,Golden Guardians,Dignitas,2022-02-20,/game/stats/37472/page-game/,2484,12,4,16,11,2,13,4,2,6,1,0,1,0.0,0.0,0.0,Dignitas
LCS Spring 2022,TSM vs Cloud9,45,3,TSM,Cloud9,2022-02-20,/game/stats/37471/page-game/,1955,19,15,34,7,8,15,4,0,4,0,1,1,0.0,0.0,0.0,Cloud9
LCS Spring 2022,100 Thieves vs FlyQuest,47,3,100 Thieves,FlyQuest,2022-02-20,/game/stats/37470/page-game/,2600,11,16,27,5,10,15,4,3,7,1,2,3,0.0,0.0,0.0,FlyQuest
LCS Spring 2022,Evil Geniuses vs Immortals,49,3,Evil Geniuses,Immortals,2022-02-20,/game/stats/37469/page-game/,2213,13,20,33,3,10,13,3,2,5,0,2,2,0.0,0.0,0.0,Immortals
LCS Spring 2022,CLG vs Cloud9,51,3,CLG,Cloud9,2022-02-19,/game/stats/37468/page-game/,2295,16,5,21,10,2,12,4,2,6,1,0,1,0.0,0.0,0.0,Cloud9
LCS Spring 2022,Dignitas vs FlyQuest,53,3,Dignitas,FlyQuest,2022-02-19,/game/stats/37467/page-game/,2299,5,13,18,6,9,15,2,4,6,0,2,2,0.0,0.0,0.0,FlyQuest
LCS Spring 2022,Team Liquid vs Evil Geniuses,55,3,Team Liquid,Evil Geniuses,2022-02-19,/game/stats/37466/page-game/,1673,14,5,19,8,0,8,2,1,3,1,0,1,0.0,0.0,0.0,Evil Geniuses
LCS Spring 2022,TSM vs Immortals,57,3,TSM,Immortals,2022-02-19,/game/stats/37465/page-game/,2033,11,8,19,8,9,17,2,3,5,1,1,2,0.0,0.0,0.0,Immortals
LCS Spring 2022,Golden Guardians vs 100 Thieves,59,3,Golden Guardians,100 Thieves,2022-02-19,/game/stats/37464/page-game/,1608,3,17,20,2,11,13,0,4,4,0,1,1,0.0,0.0,0.0,100 Thieves
LCS Spring 2022,CLG vs Immortals,61,4,CLG,Immortals,2022-02-25,/game/stats/37839/page-game/,1880,9,26,35,3,11,14,1,4,5,0,1,1,0.0,0.0,0.0,Immortals
LCS Spring 2022,TSM vs 100 Thieves,63,4,TSM,100 Thieves,2022-02-25,/game/stats/37838/page-game/,2103,4,18,22,2,11,13,2,3,5,0,2,2,0.0,0.0,0.0,100 Thieves
LCS Spring 2022,Golden Guardians vs Team Liquid,65,4,Golden Guardians,Team Liquid,2022-02-25,/game/stats/37837/page-game/,1755,16,12,28,9,2,11,4,1,5,1,0,1,0.0,0.0,0.0,Team Liquid
LCS Spring 2022,Cloud9 vs Dignitas,67,4,Cloud9,Dignitas,2022-02-25,/game/stats/37836/page-game/,1595,13,5,18,11,0,11,1,2,3,1,0,1,0.0,0.0,0.0,Dignitas
LCS Spring 2022,Golden Guardians vs TSM,69,5,Golden Guardians,TSM,2022-03-06,/game/stats/38201/page-game/,2129,11,20,31,2,10,12,2,4,6,0,2,2,0.0,0.0,0.0,TSM
LCS Spring 2022,FlyQuest vs Dignitas,71,5,FlyQuest,Dignitas,2022-03-06,/game/stats/38200/page-game/,1947,14,10,24,7,3,10,3,2,5,0,0,0,0.0,0.0,0.0,Dignitas
LCS Spring 2022,Evil Geniuses vs Cloud9,73,5,Evil Geniuses,Cloud9,2022-03-06,/game/stats/38199/page-game/,1657,8,20,28,1,8,9,0,4,4,0,1,1,0.0,0.0,0.0,Cloud9
LCS Spring 2022,CLG vs 100 Thieves,75,5,CLG,100 Thieves,2022-03-06,/game/stats/38198/page-game/,1757,3,11,14,1,10,11,1,4,5,0,1,1,0.0,0.0,0.0,100 Thieves
LCS Spring 2022,Immortals vs Team Liquid,77,5,Immortals,Team Liquid,2022-03-06,/game/stats/38197/page-game/,2193,13,25,38,7,8,15,4,1,5,0,1,1,0.0,0.0,0.0,Team Liquid
LCS Spring 2022,CLG vs Dignitas,79,5,CLG,Dignitas,2022-03-05,/game/stats/38196/page-game/,1784,4,10,14,4,9,13,0,4,4,0,1,1,0.0,0.0,0.0,Dignitas
LCS Spring 2022,Cloud9 vs Golden Guardians,81,5,Cloud9,Golden Guardians,2022-03-05,/game/stats/38195/page-game/,1636,15,5,20,11,0,11,1,3,4,1,0,1,0.0,0.0,0.0,Golden Guardians
LCS Spring 2022,Team Liquid vs 100 Thieves,83,5,Team Liquid,100 Thieves,2022-03-05,/game/stats/38194/page-game/,1945,22,12,34,7,3,10,3,1,4,1,0,1,0.0,0.0,0.0,100 Thieves
LCS Spring 2022,TSM vs FlyQuest,85,5,TSM,FlyQuest,2022-03-05,/game/stats/38193/page-game/,1936,8,18,26,6,11,17,0,5,5,0,2,2,0.0,0.0,0.0,FlyQuest
LCS Spring 2022,Evil Geniuses vs Immortals,87,5,Evil Geniuses,Immortals,2022-03-05,/game/stats/38192/page-game/,2197,16,6,22,9,1,10,4,0,4,1,0,1,0.0,0.0,0.0,Immortals
LCS Spring 2022,Dignitas vs 100 Thieves,89,4,Dignitas,100 Thieves,2022-02-27,/game/stats/37850/page-game/,2069,22,8,30,10,3,13,4,1,5,1,0,1,0.0,0.0,0.0,100 Thieves
LCS Spring 2022,Immortals vs Golden Guardians,91,4,Immortals,Golden Guardians,2022-02-27,/game/stats/37849/page-game/,2195,9,15,24,7,8,15,2,4,6,1,1,2,0.0,0.0,0.0,Golden Guardians
LCS Spring 2022,Team Liquid vs TSM,93,4,Team Liquid,TSM,2022-02-27,/game/stats/37848/page-game/,1652,10,5,15,11,4,15,1,2,3,1,0,1,0.0,0.0,0.0,TSM
LCS Spring 2022,CLG vs Evil Geniuses,95,4,CLG,Evil Geniuses,2022-02-27,/game/stats/37847/page-game/,2308,20,18,38,9,6,15,3,2,5,2,0,2,0.0,0.0,0.0,Evil Geniuses
LCS Spring 2022,Cloud9 vs FlyQuest,97,4,Cloud9,FlyQuest,2022-02-27,/game/stats/37846/page-game/,1971,18,7,25,9,2,11,3,2,5,1,0,1,0.0,0.0,0.0,FlyQuest
LCS Spring 2022,Evil Geniuses vs Golden Guardians,99,4,Evil Geniuses,Golden Guardians,2022-02-26,/game/stats/37845/page-game/,1712,18,4,22,9,2,11,3,1,4,0,1,1,0.0,0.0,0.0,Golden Guardians
LCS Spring 2022,FlyQuest vs Immortals,101,4,FlyQuest,Immortals,2022-02-26,/game/stats/37844/page-game/,1943,4,17,21,4,11,15,1,3,4,0,1,1,0.0,0.0,0.0,Immortals
LCS Spring 2022,Cloud9 vs 100 Thieves,103,4,Cloud9,100 Thieves,2022-02-26,/game/stats/37843/page-game/,1845,24,8,32,10,2,12,4,0,4,1,0,1,0.0,0.0,0.0,100 Thieves
LCS Spring 2022,CLG vs TSM,105,4,CLG,TSM,2022-02-26,/game/stats/37842/page-game/,2093,20,5,25,10,3,13,3,1,4,1,1,2,0.0,0.0,0.0,TSM
LCS Spring 2022,Dignitas vs Team Liquid,107,4,Dignitas,Team Liquid,2022-02-26,/game/stats/37841/page-game/,1917,5,14,19,3,11,14,0,4,4,0,1,1,0.0,0.0,0.0,Team Liquid
LCS Spring 2022,Evil Geniuses vs FlyQuest,109,4,Evil Geniuses,FlyQuest,2022-02-26,/game/stats/37840/page-game/,1956,16,2,18,8,1,9,4,0,4,1,0,1,0.0,0.0,0.0,FlyQuest
LCS Spring 2022,Golden Guardians vs 100 Thieves,111,6,Golden Guardians,100 Thieves,2022-03-12,/game/stats/38445/page-game/,2769,17,17,34,8,6,14,3,4,7,3,0,3,0.0,0.0,0.0,100 Thieves
LCS Spring 2022,FlyQuest vs CLG,113,6,FlyQuest,CLG,2022-03-12,/game/stats/38444/page-game/,2355,6,12,18,3,11,14,2,4,6,0,3,3,0.0,0.0,0.0,CLG
LCS Spring 2022,Golden Guardians vs CLG,115,6,Golden Guardians,CLG,2022-03-13,/game/stats/38453/page-game/,2043,7,15,22,2,8,10,0,4,4,0,0,0,0.0,0.0,0.0,CLG
LCS Spring 2022,Dignitas vs Immortals,117,6,Dignitas,Immortals,2022-03-13,/game/stats/38452/page-game/,1799,19,9,28,11,1,12,3,1,4,2,0,2,0.0,0.0,0.0,Immortals
LCS Spring 2022,TSM vs Evil Geniuses,119,6,TSM,Evil Geniuses,2022-03-13,/game/stats/38451/page-game/,1488,7,22,29,2,11,13,1,1,2,0,1,1,0.0,0.0,0.0,Evil Geniuses
LCS Spring 2022,Cloud9 vs Team Liquid,121,6,Cloud9,Team Liquid,2022-03-13,/game/stats/38450/page-game/,1900,13,6,19,7,3,10,3,1,4,1,0,1,0.0,0.0,0.0,Team Liquid
LCS Spring 2022,FlyQuest vs 100 Thieves,123,6,FlyQuest,100 Thieves,2022-03-13,/game/stats/38449/page-game/,1918,5,13,18,2,8,10,1,4,5,0,1,1,0.0,0.0,0.0,100 Thieves
LCS Spring 2022,Cloud9 vs Immortals,125,6,Cloud9,Immortals,2022-03-12,/game/stats/38448/page-game/,1555,11,6,17,11,3,14,4,0,4,1,0,1,0.0,0.0,0.0,Immortals
LCS Spring 2022,TSM vs Dignitas,127,6,TSM,Dignitas,2022-03-12,/game/stats/38447/page-game/,2389,8,14,22,6,10,16,1,5,6,1,2,3,0.0,0.0,0.0,Dignitas
LCS Spring 2022,Evil Geniuses vs Team Liquid,129,6,Evil Geniuses,Team Liquid,2022-03-12,/game/stats/38446/page-game/,2263,7,12,19,2,9,11,1,4,5,1,0,1,0.0,0.0,0.0,Team Liquid
LCS Spring 2022,Immortals vs TSM,131,7,Immortals,TSM,2022-03-20,/game/stats/38900/page-game/,1881,14,16,30,3,11,14,3,2,5,0,2,2,0.0,0.0,0.0,TSM
LCS Spring 2022,Cloud9 vs CLG,133,7,Cloud9,CLG,2022-03-20,/game/stats/38899/page-game/,2131,20,6,26,9,2,11,4,1,5,1,0,1,0.0,0.0,0.0,CLG
LCS Spring 2022,Team Liquid vs FlyQuest,135,7,Team Liquid,FlyQuest,2022-03-20,/game/stats/38898/page-game/,2463,9,12,21,8,9,17,3,4,7,1,2,3,0.0,0.0,0.0,FlyQuest
LCS Spring 2022,Golden Guardians vs Dignitas,137,7,Golden Guardians,Dignitas,2022-03-20,/game/stats/38897/page-game/,1605,16,10,26,9,1,10,1,3,4,1,0,1,0.0,0.0,0.0,Dignitas
LCS Spring 2022,Evil Geniuses vs 100 Thieves,139,7,Evil Geniuses,100 Thieves,2022-03-20,/game/stats/38896/page-game/,2910,10,16,26,6,11,17,2,5,7,1,2,3,0.0,0.0,0.0,100 Thieves
LCS Spring 2022,Golden Guardians vs FlyQuest,141,7,Golden Guardians,FlyQuest,2022-03-19,/game/stats/38895/page-game/,1630,12,3,15,8,5,13,1,2,3,1,0,1,0.0,0.0,0.0,FlyQuest
LCS Spring 2022,Dignitas vs Evil Geniuses,143,7,Dignitas,Evil Geniuses,2022-03-19,/game/stats/38894/page-game/,1999,4,9,13,1,11,12,1,4,5,0,1,1,0.0,0.0,0.0,Evil Geniuses
LCS Spring 2022,Cloud9 vs TSM,145,7,Cloud9,TSM,2022-03-19,/game/stats/38893/page-game/,2137,11,22,33,3,11,14,1,4,5,1,1,2,0.0,0.0,0.0,TSM
LCS Spring 2022,CLG vs Team Liquid,147,7,CLG,Team Liquid,2022-03-19,/game/stats/38892/page-game/,1701,7,19,26,1,10,11,0,4,4,0,1,1,0.0,0.0,0.0,Team Liquid
LCS Spring 2022,Immortals vs 100 Thieves,149,7,Immortals,100 Thieves,2022-03-19,/game/stats/38891/page-game/,1749,6,16,22,0,11,11,0,5,5,0,1,1,0.0,0.0,0.0,100 Thieves
LCS Spring 2022,Team Liquid vs TSM,151,8,Team Liquid,TSM,2022-03-27,/game/stats/39119/page-game/,1921,22,16,38,9,5,14,3,2,5,1,1,2,0.0,0.0,0.0,TSM
LCS Spring 2022,Golden Guardians vs Immortals,153,8,Golden Guardians,Immortals,2022-03-27,/game/stats/39118/page-game/,1783,17,6,23,11,1,12,3,1,4,1,0,1,0.0,0.0,0.0,Immortals
LCS Spring 2022,Cloud9 vs FlyQuest,155,8,Cloud9,FlyQuest,2022-03-27,/game/stats/39117/page-game/,2148,12,19,31,4,9,13,1,4,5,1,2,3,0.0,0.0,0.0,FlyQuest
LCS Spring 2022,Evil Geniuses vs CLG,157,8,Evil Geniuses,CLG,2022-03-27,/game/stats/39116/page-game/,1308,20,6,26,11,1,12,2,1,3,0,0,0,0.0,0.0,0.0,CLG
LCS Spring 2022,Dignitas vs 100 Thieves,159,8,Dignitas,100 Thieves,2022-03-27,/game/stats/39115/page-game/,1783,22,14,36,9,3,12,2,3,5,1,0,1,0.0,0.0,0.0,100 Thieves
LCS Spring 2022,FlyQuest vs Immortals,161,8,FlyQuest,Immortals,2022-03-26,/game/stats/39114/page-game/,1806,3,11,14,2,11,13,1,4,5,0,2,2,0.0,0.0,0.0,Immortals
LCS Spring 2022,TSM vs CLG,163,8,TSM,CLG,2022-03-26,/game/stats/39113/page-game/,1618,21,8,29,11,0,11,2,1,3,1,0,1,0.0,0.0,0.0,CLG
LCS Spring 2022,Cloud9 vs 100 Thieves,165,8,Cloud9,100 Thieves,2022-03-26,/game/stats/39112/page-game/,1692,6,28,34,2,9,11,2,2,4,0,1,1,0.0,0.0,0.0,100 Thieves
LCS Spring 2022,Golden Guardians vs Evil Geniuses,167,8,Golden Guardians,Evil Geniuses,2022-03-26,/game/stats/39111/page-game/,1925,17,6,23,10,2,12,3,2,5,1,0,1,0.0,0.0,0.0,Evil Geniuses
LCS Spring 2022,Dignitas vs Team Liquid,169,8,Dignitas,Team Liquid,2022-03-26,/game/stats/39110/page-game/,2348,7,18,25,3,10,13,3,3,6,0,2,2,0.0,0.0,0.0,Team Liquid
LCS Spring 2022,TSM vs 100 Thieves,171,8,TSM,100 Thieves,2022-03-25,/game/stats/39109/page-game/,1678,7,24,31,3,11,14,1,3,4,0,1,1,0.0,0.0,0.0,100 Thieves
LCS Spring 2022,Immortals vs CLG,173,8,Immortals,CLG,2022-03-25,/game/stats/39108/page-game/,2102,10,16,26,6,6,12,3,3,6,1,1,2,0.0,0.0,0.0,CLG
LCS Spring 2022,Cloud9 vs Dignitas,175,8,Cloud9,Dignitas,2022-03-25,/game/stats/39107/page-game/,1792,11,6,17,10,0,10,3,1,4,1,0,1,0.0,0.0,0.0,Dignitas
LCS Spring 2022,Evil Geniuses vs FlyQuest,177,8,Evil Geniuses,FlyQuest,2022-03-25,/game/stats/39106/page-game/,1808,17,8,25,11,2,13,3,1,4,1,0,1,0.0,0.0,0.0,FlyQuest
LCS Spring 2022,Golden Guardians vs Team Liquid,179,8,Golden Guardians,Team Liquid,2022-03-25,/game/stats/39105/page-game/,1607,3,17,20,4,8,12,0,4,4,0,0,0,0.0,0.0,0.0,Team Liquid
LPL Spring 2022,Bilibili Gaming vs Royal Never Give Up,1,3,Bilibili Gaming,Royal Never Give Up,2022-01-27,/game/stats/36471/page-game/,2175,7,13,20,3,8,11,1,4,5,1,1,2,0.0,0.0,0.0,Royal Never Give Up
LPL Spring 2022,Bilibili Gaming vs Royal Never Give Up,2,3,Royal Never Give Up,Bilibili Gaming,2022-01-27,/game/stats/36472/page-game/,1836,4,18,22,3,9,12,1,4,5,0,1,1,0.0,0.0,0.0,Bilibili Gaming
LPL Spring 2022,Bilibili Gaming vs Royal Never Give Up,3,3,Bilibili Gaming,Royal Never Give Up,2022-01-27,/game/stats/36473/page-game/,1990,3,13,16,3,9,12,2,3,5,0,2,2,0.0,0.0,0.0,Royal Never Give Up
LPL Spring 2022,Top Esports vs OMG,7,3,Top Esports,OMG,2022-01-27,/game/stats/36468/page-game/,1899,12,22,34,1,9,10,1,3,4,0,1,1,0.0,0.0,0.0,OMG
LPL Spring 2022,Top Esports vs OMG,8,3,Top Esports,OMG,2022-01-27,/game/stats/36469/page-game/,1843,6,15,21,1,11,12,1,4,5,0,1,1,0.0,0.0,0.0,OMG
LPL Spring 2022,LNG Esports vs Funplus Phoenix,11,3,LNG Esports,Funplus Phoenix,2022-01-26,/game/stats/36465/page-game/,2050,22,8,30,11,2,13,2,3,5,1,0,1,0.0,0.0,0.0,Funplus Phoenix
LPL Spring 2022,LNG Esports vs Funplus Phoenix,12,3,Funplus Phoenix,LNG Esports,2022-01-26,/game/stats/36466/page-game/,1740,24,5,29,8,1,9,4,0,4,0,0,0,0.0,0.0,0.0,LNG Esports
LPL Spring 2022,LNG Esports vs Funplus Phoenix,13,3,Funplus Phoenix,LNG Esports,2022-01-26,/game/stats/36467/page-game/,1882,9,17,26,2,10,12,1,4,5,0,1,1,0.0,0.0,0.0,LNG Esports
LPL Spring 2022,Weibo Gaming vs Victory Five,17,3,Weibo Gaming,Victory Five,2022-01-26,/game/stats/36462/page-game/,2114,7,17,24,3,9,12,0,4,4,0,1,1,0.0,0.0,0.0,Victory Five
LPL Spring 2022,Weibo Gaming vs Victory Five,18,3,Victory Five,Weibo Gaming,2022-01-26,/game/stats/36463/page-game/,1568,4,22,26,2,9,11,0,4,4,0,1,1,0.0,0.0,0.0,Weibo Gaming
LPL Spring 2022,Weibo Gaming vs Victory Five,19,3,Weibo Gaming,Victory Five,2022-01-26,/game/stats/36464/page-game/,1889,13,9,22,9,3,12,3,1,4,1,0,1,0.0,0.0,0.0,Victory Five
LPL Spring 2022,Anyone s Legend vs TT,23,3,Anyone s Legend,TT,2022-01-25,/game/stats/36459/page-game/,2209,9,9,18,2,9,11,3,3,6,0,1,1,0.0,0.0,0.0,TT
LPL Spring 2022,Anyone s Legend vs TT,24,3,TT,Anyone s Legend,2022-01-25,/game/stats/36460/page-game/,1641,4,22,26,0,10,10,0,4,4,0,1,1,0.0,0.0,0.0,Anyone s Legend
LPL Spring 2022,Anyone s Legend vs TT,25,3,TT,Anyone s Legend,2022-01-25,/game/stats/36461/page-game/,2137,22,13,35,8,4,12,3,3,6,1,0,1,0.0,0.0,0.0,Anyone s Legend
LPL Spring 2022,Invictus Gaming vs Ultra Prime,29,3,Invictus Gaming,Ultra Prime,2022-01-25,/game/stats/36456/page-game/,2605,19,22,41,3,10,13,4,2,6,1,2,3,0.0,0.0,0.0,Ultra Prime
LPL Spring 2022,Invictus Gaming vs Ultra Prime,30,3,Ultra Prime,Invictus Gaming,2022-01-25,/game/stats/36457/page-game/,1429,24,5,29,9,3,12,3,1,4,1,0,1,0.0,0.0,0.0,Invictus Gaming
LPL Spring 2022,Bilibili Gaming vs Rare Atom,33,3,Bilibili Gaming,Rare Atom,2022-01-24,/game/stats/36453/page-game/,2074,15,3,18,10,4,14,2,3,5,2,0,2,0.0,0.0,0.0,Rare Atom
LPL Spring 2022,Bilibili Gaming vs Rare Atom,34,3,Bilibili Gaming,Rare Atom,2022-01-24,/game/stats/36454/page-game/,2134,10,7,17,10,2,12,2,4,6,2,0,2,0.0,0.0,0.0,Rare Atom
LPL Spring 2022,LGD Gaming vs OMG,37,3,LGD Gaming,OMG,2022-01-24,/game/stats/36450/page-game/,2023,17,10,27,7,4,11,4,1,5,0,1,1,0.0,0.0,0.0,OMG
LPL Spring 2022,LGD Gaming vs OMG,38,3,OMG,LGD Gaming,2022-01-24,/game/stats/36451/page-game/,1486,16,4,20,9,2,11,3,0,3,1,0,1,0.0,0.0,0.0,LGD Gaming
LPL Spring 2022,LGD Gaming vs OMG,39,3,LGD Gaming,OMG,2022-01-24,/game/stats/36452/page-game/,2208,22,13,35,8,7,15,1,3,4,0,2,2,0.0,0.0,0.0,OMG
LPL Spring 2022,Victory Five vs Top Esports,43,2,Victory Five,Top Esports,2022-01-23,/game/stats/36214/page-game/,3204,15,11,26,6,9,15,3,4,7,2,2,4,0.0,0.0,0.0,Top Esports
LPL Spring 2022,Victory Five vs Top Esports,44,2,Top Esports,Victory Five,2022-01-23,/game/stats/36215/page-game/,2366,13,19,32,5,9,14,3,4,7,1,1,2,0.0,0.0,0.0,Victory Five
LPL Spring 2022,Victory Five vs Top Esports,45,2,Victory Five,Top Esports,2022-01-23,/game/stats/36216/page-game/,1619,22,7,29,11,3,14,3,1,4,1,0,1,0.0,0.0,0.0,Top Esports
LPL Spring 2022,Invictus Gaming vs Royal Never Give Up,49,2,Invictus Gaming,Royal Never Give Up,2022-01-23,/game/stats/36211/page-game/,1897,8,13,21,2,9,11,2,2,4,0,1,1,0.0,0.0,0.0,Royal Never Give Up
LPL Spring 2022,Invictus Gaming vs Royal Never Give Up,50,2,Invictus Gaming,Royal Never Give Up,2022-01-23,/game/stats/36212/page-game/,1954,7,17,24,1,11,12,2,3,5,0,2,2,0.0,0.0,0.0,Royal Never Give Up
LPL Spring 2022,Weibo Gaming vs Anyone s Legend,53,2,Weibo Gaming,Anyone s Legend,2022-01-23,/game/stats/36208/page-game/,1489,8,4,12,9,1,10,1,2,3,1,0,1,0.0,0.0,0.0,Anyone s Legend
LPL Spring 2022,Weibo Gaming vs Anyone s Legend,54,2,Weibo Gaming,Anyone s Legend,2022-01-23,/game/stats/36209/page-game/,1841,6,13,19,7,3,10,0,4,4,1,0,1,0.0,0.0,0.0,Anyone s Legend
LPL Spring 2022,Edward Gaming vs OMG,57,2,Edward Gaming,OMG,2022-01-22,/game/stats/36205/page-game/,1481,18,4,22,11,1,12,2,1,3,1,0,1,0.0,0.0,0.0,OMG
LPL Spring 2022,Edward Gaming vs OMG,58,2,Edward Gaming,OMG,2022-01-22,/game/stats/36206/page-game/,1855,18,9,27,10,0,10,4,0,4,1,0,1,0.0,0.0,0.0,OMG
LPL Spring 2022,Funplus Phoenix vs JD Gaming,61,2,Funplus Phoenix,JD Gaming,2022-01-22,/game/stats/36202/page-game/,1770,18,5,23,10,3,13,4,0,4,1,0,1,0.0,0.0,0.0,JD Gaming
LPL Spring 2022,Funplus Phoenix vs JD Gaming,62,2,Funplus Phoenix,JD Gaming,2022-01-22,/game/stats/36203/page-game/,1988,6,16,22,3,9,12,1,4,5,0,2,2,0.0,0.0,0.0,JD Gaming
LPL Spring 2022,Funplus Phoenix vs JD Gaming,63,2,JD Gaming,Funplus Phoenix,2022-01-22,/game/stats/36204/page-game/,1693,23,12,35,11,3,14,3,1,4,2,0,2,0.0,0.0,0.0,Funplus Phoenix
LPL Spring 2022,LNG Esports vs Team WE,67,2,LNG Esports,Team WE,2022-01-22,/game/stats/36199/page-game/,1426,15,4,19,9,3,12,3,0,3,1,0,1,0.0,0.0,0.0,Team WE
LPL Spring 2022,LNG Esports vs Team WE,68,2,LNG Esports,Team WE,2022-01-22,/game/stats/36200/page-game/,1710,18,6,24,8,2,10,2,2,4,1,0,1,0.0,0.0,0.0,Team WE
LPL Spring 2022,Weibo Gaming vs TT,71,2,Weibo Gaming,TT,2022-01-21,/game/stats/36196/page-game/,1569,15,6,21,10,1,11,2,2,4,1,0,1,0.0,0.0,0.0,TT
LPL Spring 2022,Weibo Gaming vs TT,72,2,Weibo Gaming,TT,2022-01-21,/game/stats/36197/page-game/,2013,1,13,14,2,9,11,1,4,5,1,0,1,0.0,0.0,0.0,TT
